,user_id,bot_text,cust_text
34,2061122001," leaving at 1 a.m. . did i get that right? okay hold on. i'll look that up. there is a 61c leaving forbes avenue at carnegie mellon morewood at 1 18 a.m. . it will arrive at murray avenue at darlington at 1 28 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. you can say, when is the next bus, when is the previous bus, start a new query, or goodbye. just a second. there is a 61a leaving forbes avenue at carnegie mellon morewood at 12 59 a.m. . it will arrive at forbes avenue at murray at 1 oh 4 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. okay. there is a 61c leaving forbes avenue at carnegie mellon morewood at 12 33 a.m. . it will arrive at murray avenue at darlington at 12 43 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",when is next bus
35,2061122001," leaving at 1 a.m. . did i get that right? okay hold on. i'll look that up. there is a 61c leaving forbes avenue at carnegie mellon morewood at 1 18 a.m. . it will arrive at murray avenue at darlington at 1 28 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. you can say, when is the next bus, when is the previous bus, start a new query, or goodbye. just a second. there is a 61a leaving forbes avenue at carnegie mellon morewood at 12 59 a.m. . it will arrive at forbes avenue at murray at 1 oh 4 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. okay. there is a 61c leaving forbes avenue at carnegie mellon morewood at 12 33 a.m. . it will arrive at murray avenue at darlington at 12 43 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. just a second. there is a 61a leaving forbes avenue at carnegie mellon morewood at 12 59 a.m. . it will arrive at forbes avenue at murray at 1 oh 4 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",when is the next bus
36,2061122001," leaving at 1 a.m. . did i get that right? okay hold on. i'll look that up. there is a 61c leaving forbes avenue at carnegie mellon morewood at 1 18 a.m. . it will arrive at murray avenue at darlington at 1 28 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. you can say, when is the next bus, when is the previous bus, start a new query, or goodbye. just a second. there is a 61a leaving forbes avenue at carnegie mellon morewood at 12 59 a.m. . it will arrive at forbes avenue at murray at 1 oh 4 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. okay. there is a 61c leaving forbes avenue at carnegie mellon morewood at 12 33 a.m. . it will arrive at murray avenue at darlington at 12 43 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. just a second. there is a 61a leaving forbes avenue at carnegie mellon morewood at 12 59 a.m. . it will arrive at forbes avenue at murray at 1 oh 4 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. just a second. there is a 61c leaving forbes avenue at carnegie mellon morewood at 1 18 a.m. . it will arrive at murray avenue at darlington at 1 28 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",when is the next bus
37,2061122001," leaving at 1 a.m. . did i get that right? okay hold on. i'll look that up. there is a 61c leaving forbes avenue at carnegie mellon morewood at 1 18 a.m. . it will arrive at murray avenue at darlington at 1 28 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. you can say, when is the next bus, when is the previous bus, start a new query, or goodbye. just a second. there is a 61a leaving forbes avenue at carnegie mellon morewood at 12 59 a.m. . it will arrive at forbes avenue at murray at 1 oh 4 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. okay. there is a 61c leaving forbes avenue at carnegie mellon morewood at 12 33 a.m. . it will arrive at murray avenue at darlington at 12 43 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. just a second. there is a 61a leaving forbes avenue at carnegie mellon morewood at 12 59 a.m. . it will arrive at forbes avenue at murray at 1 oh 4 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. just a second. there is a 61c leaving forbes avenue at carnegie mellon morewood at 1 18 a.m. . it will arrive at murray avenue at darlington at 1 28 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. just a second. i'm sorry, but there is no bus that goes between cmu and squirrel hill at that time. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",goodbye
38,2061122002," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",schedule
39,2061122002," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",when is the next 28x from downtown to the airport
40,2061122002, leaving from downtown . did i get that right?,yes
41,2061122002, leaving from downtown . did i get that right? right going to the airport . is this correct?,yes
42,2061122002, leaving from downtown . did i get that right? right going to the airport . is this correct? right i think you want the next bus . am i right?,yes
43,2061122002, leaving from downtown . did i get that right? right going to the airport . is this correct? right i think you want the next bus . am i right? alright the 28x . did i get that right?,yes
44,2061122002," leaving from downtown . did i get that right? right going to the airport . is this correct? right i think you want the next bus . am i right? alright the 28x . did i get that right? right hold on. i'll look that up. i'm sorry, but there is no 28x between downtown and the airport for the rest of the day. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",start a new query
45,2061122002," leaving from downtown . did i get that right? right going to the airport . is this correct? right i think you want the next bus . am i right? alright the 28x . did i get that right? right hold on. i'll look that up. i'm sorry, but there is no 28x between downtown and the airport for the rest of the day. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. okay, let's start from the beginning. what can i do for you?",i need the 28x from downtown to the to airport pass at a m
46,2061122002, leaving from downtown . is this correct?,yes
47,2061122002, leaving from downtown . is this correct? okay going to airport . did i get that right?,yes
48,2061122002, leaving from downtown . is this correct? okay going to airport . did i get that right? right the 28x . is this correct?,yes
49,2061122002, leaving from downtown . is this correct? okay going to airport . did i get that right? right the 28x . is this correct? alright at what time would you like to travel?,five a m
50,2061122002, leaving at 5 a.m. . did i get that right?,yes
51,2061122003," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",i need information on the 56c
52,2061122003, the 56c . is this correct?,56c
53,2061122003, the 56c . is this correct?,lebanon road and noble waterfront
54,2061122003, the 56c . is this correct?,yes
55,2061122003," the 56c . is this correct? alright i'm sorry but i do not have the schedule for the 56c . the routes i currently cover are the following: 28x, 54c, 56u, 59u, 61a, 61b, 61c, 61d, 61f, 64a, 69a, and 5 oh 1. what can i do for you?",on the to get to the
56,2061122003," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",all the waterworks mall in hoemstead
57,2061122003, waterworks mall . is this correct?,and
58,2061122003," if you a bus for waterworks mall say yes or press one, otherwise say no or press three.",yes
59,2061122003," if you a bus for waterworks mall say yes or press one, otherwise say no or press three. okay i'm sorry but i do not have the schedule for buses serving waterworks mall . currently, i only cover some routes in the following neighborhoods: downtown, oakland, shadyside, squirrel hill, homestead, mckeesport, and the airport. what can i do for you?",homestead
60,2061122003, leaving from homestead . did i get that right?,yes
61,2061122003, leaving from homestead . did i get that right? right where do you want to go?,okay hill it bus from homestead
62,2061122003, leaving from homestead . did i get that right? right where do you want to go? please use shorter answers because i have trouble understanding long sentences. what is your destination?,in the downtown pittsburgh
63,2061122003, going to downtown pittsburgh . is this correct?,yes
64,2061122003, going to downtown pittsburgh . is this correct? right when do you wanna travel?,yes
65,2061122003, when do you wanna travel?,the next bus from homestead downtown pittsburgh
66,2061122003, i think you want the next bus . am i right?,no coming from homestead to downtown pittsburgh bell and johns
67,2061122003, at what time do you want to travel?,from leaving
68,2061122003," for example, you can say, 10:30 in the morning, or i want to arrive by 3 p m, or i want the next bus.",eleven o'clock
69,2061122003, leaving at 11 p.m. . did i get that right?,yes 11d and wanna downtown pittsburgh from where
70,2061122004," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",the
71,2061122004," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",mean b
72,2061122004, the b . did i get that right?,to wood street
73,2061122004, the b . is this correct?,54c
74,2061122004, the b . did i get that right?,no
75,2061122004, going to wood street . did i get that right?,no
76,2061122004, the 54c . did i get that right?,yes again
77,2061122004," if you want the schedule of the 54c say yes or press one, otherwise say no or press three.",yes
78,2061122004," if you want the schedule of the 54c say yes or press one, otherwise say no or press three. right where do you wanna leave from?",yes
79,2061122004," for example, you can say, south hills junction, fifth at bigelow, or the south side.",onto
80,2061122004," for example, you can say, south hills junction, fifth at bigelow, or the south side. (009): \"";"";"";7;1;0.7;0;0;0;3;1;0.3;3;1;0.3;0;3;1;0.3;0;0.269037142857143;0.51545;0;none"" let's procede step by step. in what neighborhood is your departure stop?",leaving north side
81,2061122004, leaving from north side . did i get that right?,yes
82,2061122004, leaving from north side . did i get that right? okay where in north side do you want to leave from?,yes going to polish hill
83,2061122004," for example, you can say, south hills junction, fifth at bigelow, or the south side. if you're not sure about the name of the stop, you can say i don't know.",t robinson
84,2061122004, leaving from robinson . is this correct?,them you didn't east ohio street
85,2061122004, leaving from robinson . is this correct?,to polish hill
86,2061122004," if you want to leave from robinson say yes or press one, otherwise say no or press three.",no
87,2061122004, leaving from east ohio street . did i get that right?,yes
88,2061122004, leaving from east ohio street . did i get that right? alright where are you going?,to polish hill
89,2061122004, going to polish hill . is this correct?,yes
90,2061122004, going to polish hill . is this correct? okay when do you wanna travel?,yes
91,2061122004, when do you wanna travel?,now
92,2061122004, i think you want the next bus . am i right?,yeah
93,2061122004," i think you want the next bus . am i right? alright hold on. i'll look that up. the next 54c leaves east ohio street at nash island at 7 25 p.m. , and arrives at dobson street at herron at 7 51 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",when is the next bus
94,2061122006," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you? for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",dtmf_zero
95,2061122006," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you? for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m.. i am an automated spoken dialogue system that can give you schedule information for bus routes in pittsburgh's east end. you can ask me about the following buses: 28x, 54c, 56u, 59u, 61a, 61b, 61c, 61d, 61f, 64a, 69a, and 501. what bus schedule information are you looking for? for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",shhhhh
96,2061122006," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",bitch
97,2061122006," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m.. (004): \"";"";"";1;0;0.2;1;0;0.2;3;2;0.6;4;2;0.8;0;3;1;0.6;0;0.111111111111111;0;0;none"" where would you like to leave from? (006): \"";"";"";1;0;0.166666666666667;1;0;0.166666666666667;4;1;0.666666666666667;5;1;0.833333333333333;0;3;0;0.5;0;0.0909090909090909;0;0;none"" let's procede step by step. which neighborhood do you want to leave from?",twenty first street bridge
98,2061122006, leaving from first street . did i get that right?,yes
99,2061122006, leaving from first street . did i get that right? alright where are you going?,pittsburgh
100,2061122006, going to pittsburgh . is this correct?,downtown
101,2061122006, going to pittsburgh . did i get that right?,yes
102,2061122006, going to pittsburgh . did i get that right? right when are you going to take that bus?,yes
103,2061122006, when do you want to travel?,the seventh
104,2061122007," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",saturday know what time the 61a is the
105,2061122007, the 61a . did i get that right?,downtown
106,2061122007, the 61a . did i get that right?,yes
107,2061122007, the 61a . did i get that right? right leaving from downtown . is this correct?,yes
108,2061122007, the 61a . did i get that right? right leaving from downtown . is this correct? right where are you going?,from east pittsburgh
109,2061122007," for example, you can say, north braddock, forbes and murray, or downtown.",north braddock
110,2061122007, going to north braddock . is this correct?,yes
111,2061122007, going to north braddock . is this correct? alright when do you want to travel?,now
112,2061122007, you want the next bus . is this correct?,yes
113,2061122008," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",help
114,2061122008," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you? i am an automated spoken dialogue system that can give you schedule information for bus routes in pittsburgh's east end. you can ask me about the following buses: 28x, 54c, 56u, 59u, 61a, 61b, 61c, 61d, 61f, 64a, 69a, and 501. what bus schedule information are you looking for? for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",when is the one c
115,2061122008, leaving at 1 a.m. . did i get that right?,where did a 61c
116,2061122008, leaving at 1 a.m. . is this correct?,61c
117,2061122008, leaving at 1 a.m. . did i get that right?,no
118,2061122008, the 61c . is this correct?,yes
119,2061122008, the 61c . is this correct? right where would you like to leave from?,eighth and ann
120,2061122008, leaving from eighth and ann . did i get that right?,yes
121,2061122008, leaving from eighth and ann . did i get that right? right where do you wanna go?,duquesne
122,2061122008, going to duquesne . is this correct?,yes
123,2061122008, going to duquesne . is this correct? alright when would you like to travel?,now
124,2061122008, you want the next bus . is this correct?,yes
125,2061122008," you want the next bus . is this correct? okay hold on. let me check that for you. the next 61c leaves eighth avenue at ann at 7 45 p.m. , and arrives at second street at grant at 7 59 p.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",yes
126,2061122009," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",bus
127,2061122009," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",i need to go from can't
128,2061122009," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m.. (001): \"";"";"";1;1;0.5;0;0;0;1;1;0.5;1;1;0.5;0;1;1;0.5;0;0.041746;0.104365;0;none"" where do you wanna leave from?",told me waterfront
129,2061122009, leaving from waterfront . did i get that right?,oakland
130,2061122009, leaving from oakland . did i get that right?,eighth avenue and dickson roslyn and noble waterfront
131,2061122009, leaving from oakland . did i get that right?,yes
132,2061122009, leaving from oakland . did i get that right? right where do you wanna go?,next bus
133,2061122009," for example, you can say, forbes and murray, downtown, or mckeesport.",and
134,2061122009," for example, you can say, forbes and murray, downtown, or mckeesport. i can't understand loud speech. please speak more quietly. where are you going?",what
135,2061122009," for example, you can say, forbes and murray, downtown, or mckeesport. i can't understand loud speech. please speak more quietly. where are you going? sorry, i understand people best when they speak softer. what is your destination?",waterfront
136,2061122009, going to waterfront . is this correct?,yes
137,2061122009, going to waterfront . is this correct? alright when do you wanna travel?,saturday morning
138,2061122009, at what time do you want to travel?,four fifty a m
139,2061122009, at what time do you wanna travel?,five a m
140,2061122009, leaving at 5 a.m. . is this correct?,yes
141,2061122009," leaving at 5 a.m. . is this correct? okay just a minute. i'll look that up. there is a 61c leaving forbes avenue at bigelow schenley drive at 5 44 a.m. . it will arrive at monongahela boulevard opposite east waterfront drive at 6 12 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",when is the previous bus
142,2061122009," leaving at 5 a.m. . is this correct? okay just a minute. i'll look that up. there is a 61c leaving forbes avenue at bigelow schenley drive at 5 44 a.m. . it will arrive at monongahela boulevard opposite east waterfront drive at 6 12 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. just a second. there is a 61c leaving forbes avenue at bigelow schenley drive at 4 59 a.m. . it will arrive at monongahela boulevard opposite east waterfront drive at 5 27 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",new again p m
143,2061122009," you can say, when is the next bus, when is the previous bus, start a new query, or goodbye.",thirteen am mcknight road
144,2061122009," to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",start a new query
145,2061122009," to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye. okay, let's start from the beginning. what can i do for you?",the
146,2061122009," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",i need to go from can told it is
147,2061122009," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m.. (020): \"";"";"";18;1;0.782608695652174;2;0;0.0869565217391304;3;1;0.130434782608696;5;1;0.217391304347826;0;8;1;0.347826086956522;0;0.274495714285714;0.378886666666667;0;none"" where do you want to leave from?",oakland
148,2061122009, leaving from oakland . is this correct?,yes
149,2061122009, leaving from oakland . is this correct? okay where do you want to go?,shhhh
150,2061122009," for example, you can say, forbes and murray, downtown, or mckeesport.",mcknight road
151,2061122009, mcknight road . did i get that right?,yes
152,2061122009," mcknight road . did i get that right? okay i'm sorry but i do not have the schedule for buses serving mcknight road . currently, i only cover some routes in the following neighborhoods: downtown, oakland, shadyside, squirrel hill, homestead, mckeesport, and the airport. what can i do for you?",thirty thank you
153,2061122010," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",monroeville wilkinsburg
154,2061122010, leaving from wilkinsburg . is this correct?,46g to the to the mall
155,2061122010, leaving from wilkinsburg . is this correct?,no
156,2061122010, monroeville . did i get that right?,no
157,2061122010, going to the mall . did i get that right?,yes
158,2061122010, going to the mall . did i get that right? okay the 46g . did i get that right?,no
159,2061122010, where would you like to leave from?,clairton
160,2061122010, clairton . is this correct?,yes
161,2061122011," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",would town does the
162,2061122011," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",61a
163,2061122011, the 61a . did i get that right?,no
164,2061122011, what can i do for you?,what time does the go
165,2061122011," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",the like to go from
166,2061122011," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m.. (005): \"";"";"";4;2;0.8;0;0;0;1;0;0.2;1;0;0.2;0;1;0;0.2;0;0.24860375;0.548586666666667;0;none"" where do you wanna leave from?",wilkinsburg to shhhhh
167,2061122011, leaving from wilkinsburg . is this correct?,wilkinsburg
168,2061122011, leaving from wilkinsburg . is this correct?,use
169,2061122011," if you want to leave from wilkinsburg say yes or press one, otherwise say no or press three.",dtmf_one
170,2061122011," if you want to leave from wilkinsburg say yes or press one, otherwise say no or press three. alright where are you going?",swissvale
171,2061122011, going to swissvale . did i get that right?,yes
172,2061122011, going to swissvale . did i get that right? right when would you like to travel?,the soonest to leaves
173,2061122011, when do you want to travel?,now
174,2061122011, you want the next bus . is this correct?,yes
175,2061122012," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",get don't know the number 61a hello
176,2061122012," for example, you can say, when is the next 28x from downtown to the airport? or i'd like to go from mckeesport to homestead tomorrow at 10 a.m..",mccaslin and greenfield
177,2061122012, leaving from mccaslin and greenfield . is this correct?,there
178,2061122012," if you want to leave from mccaslin and greenfield say yes or press one, otherwise say no or press three.",61a
179,2061122012, leaving from mccaslin and greenfield . did i get that right?,yes
180,2061122012, leaving from mccaslin and greenfield . did i get that right? alright the 61a . did i get that right?,yes
181,2061122012, leaving from mccaslin and greenfield . did i get that right? alright the 61a . did i get that right? alright where are you going?,hill
182,2061122012," for example, you can say, north braddock, forbes and murray, or downtown.",braddock
183,2061122012, going to braddock . is this correct?,yes
184,2061122012, going to braddock . is this correct? okay when do you wanna travel?,eight o'clock
185,2061122012, leaving at 8 p.m. . did i get that right?,no
186,2061122012, when are you going to take that bus?,i'm around twelve o'clock
187,2061122012, leaving at 12 a.m. . is this correct?,yes
188,2061122012," leaving at 12 a.m. . is this correct? okay just a minute. i'll look that up. i'm sorry, i don't know any routes that go from mccaslin and greenfield to braddock . to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",can you
189,2061122012," you can say start a new query, or goodbye.",start a new query
190,2061122012," you can say start a new query, or goodbye. okay, let's start from the beginning. what can i do for you?",61a
191,2061122012, the 61a . is this correct?,yes
192,2061122012, the 61a . is this correct? alright where do you want to leave from?,downtown pittsburgh good
193,2061122012, leaving from pittsburgh . did i get that right?,no
194,2061122012, where do you wanna leave from?,that
195,2061122012," for example, you can say, north braddock, forbes and murray, or downtown.",downtown
196,2061122012, leaving from downtown . did i get that right?,yes
197,2061122012, leaving from downtown . did i get that right? right where do you want to go?,penn ave
198,2061122012, going to penn ave . is this correct?,no downtown
199,2061122012, going to downtown . did i get that right?,help
200,2061122012," going to downtown . did i get that right? so far, i know that you want to take the 61a from downtown i think you said you wanted to go to downtown . i need you to confirm that. if you want to go to downtown say yes or press one, otherwise say no or press three.",no
201,2061122012, where do you wanna go?,north braddock not
202,2061122012, going to braddock . did i get that right?,no
203,2061122012, where do you want to go?,yes
204,2061122012," for example, you can say, north braddock, forbes and murray, or downtown.",yes
205,2061122012," for example, you can say, north braddock, forbes and murray, or downtown. for example, you can say, north braddock, forbes and murray, or downtown. where do you want to go?",north braddock
206,2061122012, going to north braddock . is this correct?,yes
207,2061122012, going to north braddock . is this correct? okay when do you wanna travel?,twelve a m
208,2061122012, leaving at 12 a.m. . is this correct?,yes
209,2061122012," leaving at 12 a.m. . is this correct? okay hold on. i'll look that up. there is a 61a leaving forbes avenue at stanwix at 12 40 a.m. . it will arrive at bell avenue at library jones at 1 33 a.m. . to get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. to ask about a different trip, you can say, start a new query. if you are finished, you can say goodbye.",goodbye
210,2061122013," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you?",brownsville and bausman
211,2061122013," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you? leaving from brownsville and bausman . is this correct? if you want to leave from brownsville and bausman say yes or press one, otherwise say no or press three. if you want to leave from brownsville and bausman say yes or press one, otherwise say no or press three. what can i do for you?",the shhhhhhh shh shh
212,2061122013," welcome to the cmu let's go bus information system. to get help at any time, just say help or press zero. what can i do for you? leaving from brownsville and bausman . is this correct? if you want to leave from brownsville and bausman say yes or press one, otherwise say no or press three. if you want to leave from brownsville and bausman say yes or press one, otherwise say no or press three. what can i do for you? (006): \"";"";"";1;0;0.2;0;0;0;4;2;0.8;4;2;0.8;0;4;1;0.8;0;0.02472125;0;0;none"" where do you wanna leave from?",dtmf_a
