,user_id,corrected_cust,corrected_bot1_shift,bots_templ_list_shift
29,2061122001,yes,leaving from cmu   sep_sent did i get that  placename alrightwhen are you going to take that bus  sep_sent , templ_966 templ_1211
30,2061122001,1 am that,leaving at timename  sep_sent did i get that  placename , templ_428 templ_270
31,2061122001,yes,leaving at timename  sep_sent did i get that  placename okayhold on  sep_sent ill look that up  sep_sent there is a busname leaving forbes  placename  at  placename  mellon  placename  at timename  sep_sent it will arrive at  placename   placename  at  placename  at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_428 templ_818 templ_797 templ_346 templ_1498 templ_1345 templ_1270 templ_1218 templ_425
32,2061122001,when is the previous bus what is the previous bus,leaving at timename  sep_sent did i get that  placename okayhold on  sep_sent ill look that up  sep_sent there is a busname leaving forbes  placename  at  placename  mellon  placename  at timename  sep_sent it will arrive at  placename   placename  at  placename  at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_428 templ_818 templ_797 templ_346 templ_1498 templ_1345 templ_1270 templ_1218 templ_425
33,2061122001,when is the previous bus,leaving at timename  sep_sent did i get that  placename okayhold on  sep_sent ill look that up  sep_sent there is a busname leaving forbes  placename  at  placename  mellon  placename  at timename  sep_sent it will arrive at  placename   placename  at  placename  at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_428 templ_818 templ_797 templ_346 templ_1498 templ_1345 templ_1270 templ_1218 templ_425
34,2061122001,when is next bus,leaving at timename  sep_sent did i get that  placename okayhold on  sep_sent ill look that up  sep_sent there is a busname leaving forbes  placename  at  placename  mellon  placename  at timename  sep_sent it will arrive at  placename   placename  at  placename  at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_428 templ_818 templ_797 templ_346 templ_1498 templ_1345 templ_1270 templ_1218 templ_425
35,2061122001,when is the next bus,leaving at timename  sep_sent did i get that  placename okayhold on  sep_sent ill look that up  sep_sent there is a busname leaving forbes  placename  at  placename  mellon  placename  at timename  sep_sent it will arrive at  placename   placename  at  placename  at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_428 templ_818 templ_797 templ_346 templ_1498 templ_1345 templ_1270 templ_1218 templ_425
36,2061122001,when is the next bus,leaving at timename  sep_sent did i get that  placename okayhold on  sep_sent ill look that up  sep_sent there is a busname leaving forbes  placename  at  placename  mellon  placename  at timename  sep_sent it will arrive at  placename   placename  at  placename  at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_428 templ_818 templ_797 templ_346 templ_1498 templ_1345 templ_1270 templ_1218 templ_425
37,2061122001,goodbye,end_of_chat,end_of_chat
38,2061122002,schedule,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
39,2061122002,when is the next bus_name from  place_name  to the  place_name ,leaving from  placename    sep_sent did i get that  placename , templ_473 templ_270
40,2061122002,yes,leaving from  placename    sep_sent did i get that  placename  placename going to the  placename    sep_sent is this correct  sep_sent , templ_473 templ_850 templ_1190
41,2061122002,yes,leaving from  placename    sep_sent did i get that  placename  placename going to the  placename    sep_sent is this correct  sep_sent  placename i think you  placename  the next bus   sep_sent am i  placename , templ_473 templ_850 templ_1190 templ_101 templ_934
42,2061122002,yes,leaving from  placename    sep_sent did i get that  placename  placename going to the  placename    sep_sent is this correct  sep_sent  placename i think you  placename  the next bus   sep_sent am i  placename al placename the busname   sep_sent did i get that  placename , templ_473 templ_850 templ_1190 templ_101 templ_371 templ_270
43,2061122002,yes,leaving from  placename    sep_sent did i get that  placename  placename going to the  placename    sep_sent is this correct  sep_sent  placename i think you  placename  the next bus   sep_sent am i  placename al placename the busname   sep_sent did i get that  placename  placename hold on  sep_sent ill look that up  sep_sent im sorry but there is no busname between  placename  and the  placename  for the rest of the day  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_473 templ_850 templ_1190 templ_101 templ_371 templ_1346 templ_797 templ_450 templ_1218 templ_425
44,2061122002, place_name  a new query,leaving from  placename    sep_sent did i get that  placename  placename going to the  placename    sep_sent is this correct  sep_sent  placename i think you  placename  the next bus   sep_sent am i  placename al placename the busname   sep_sent did i get that  placename  placename hold on  sep_sent ill look that up  sep_sent im sorry but there is no busname between  placename  and the  placename  for the rest of the day  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_473 templ_850 templ_1190 templ_101 templ_371 templ_1346 templ_797 templ_450 templ_1218 templ_425
45,2061122002,i need the bus_name from  place_name  to the to  place_name  pass at am,leaving from  placename    sep_sent is this correct  sep_sent , templ_473 templ_1190
46,2061122002,yes,leaving from  placename    sep_sent is this correct  sep_sent okaygoing to  placename    sep_sent did i get that  placename , templ_473 templ_1190 templ_1368 templ_270
47,2061122002,yes,leaving from  placename    sep_sent is this correct  sep_sent okaygoing to  placename    sep_sent did i get that  placename  placename the busname   sep_sent is this correct  sep_sent , templ_473 templ_1190 templ_1368 templ_289 templ_1190
48,2061122002,yes,leaving from  placename    sep_sent is this correct  sep_sent okaygoing to  placename    sep_sent did i get that  placename  placename the busname   sep_sent is this correct  sep_sent al placename at what time would you like to travel  sep_sent , templ_473 templ_1190 templ_1368 templ_289 templ_1190 templ_855
49,2061122002,5 am,leaving at timename  sep_sent did i get that  placename , templ_428 templ_270
50,2061122002,yes,end_of_chat,end_of_chat
51,2061122003,i need information on the bus_name,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
52,2061122003,bus_name,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
53,2061122003,lebanon road and noble  place_name ,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
54,2061122003,yes,the busname   sep_sent is this correct  sep_sent alrightim sorry but i do not have the schedule for the busname   sep_sent the routes i currently cover are the following busname busname busname busname busname busname busname busname busname busname busname and  short_num  oh  short_num   sep_sent what can i do for you  sep_sent , templ_1409 templ_1190 templ_937 templ_833 templ_858
55,2061122003,on the to get to the,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
56,2061122003,all the waterworks mall in  place_name ,waterworks mall   sep_sent is this correct  sep_sent , templ_1432 templ_1190
57,2061122003,and,if you a bus for waterworks mall say yes or press  short_num  otherwise say no or press  short_num   sep_sent , templ_728
58,2061122003,yes,if you a bus for waterworks mall say yes or press  short_num  otherwise say no or press  short_num   sep_sent okayim sorry but i do not have the schedule for buses serving waterworks mall   sep_sent currently i only cover some routes in the following neighborhoods  placename   placename  shadyside  placename   placename   placename   placename  and the  placename what can i do for you  sep_sent , templ_728 templ_1384 templ_681
59,2061122003, place_name ,leaving from  placename    sep_sent did i get that  placename , templ_473 templ_270
60,2061122003,yes,leaving from  placename    sep_sent did i get that  placename  placename where do you  placename  to go  sep_sent , templ_473 templ_630
61,2061122003,okay  place_name  it bus from  place_name ,leaving from  placename    sep_sent did i get that  placename  placename where do you  placename  to go  sep_sent please use shorter answers because i have trouble understanding long senbusnames  sep_sent what is your  placename , templ_473 templ_630 templ_1439 templ_480
62,2061122003,in the  place_name  pittsburgh,going to  placename  pittsburgh   sep_sent is this correct  sep_sent , templ_151 templ_1190
63,2061122003,yes,going to  placename  pittsburgh   sep_sent is this correct  sep_sent  placename when do you wanna travel  sep_sent , templ_151 templ_1190 templ_542
64,2061122003,yes,when do you wanna travel  sep_sent , templ_447
65,2061122003,the next bus from  place_name   place_name  pittsburgh,i think you  placename  the next bus   sep_sent am i  placename , templ_543 templ_934
66,2061122003,no coming from  place_name  to  place_name  pittsburgh bell and johns,at what time do you  placename  to travel  sep_sent , templ_1288
67,2061122003,from leaving,for example you can say  short_num  short_num  in the morning or i  placename  to arrive by timename or i  placename  the next bus  sep_sent , templ_1289
68,2061122003, place_name  o'clock,leaving at timename  sep_sent did i get that  placename , templ_428 templ_270
69,2061122003,yes bus_name and wanna  place_name  pittsburgh from where,end_of_chat,end_of_chat
70,2061122004,the,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
71,2061122004,mean b,the b   sep_sent did i get that  placename , templ_755 templ_270
72,2061122004,to wood  place_name ,the b   sep_sent is this correct  sep_sent , templ_755 templ_1190
73,2061122004,bus_name,the b   sep_sent did i get that  placename , templ_755 templ_270
74,2061122004,no,going to wood  placename    sep_sent did i get that  placename , templ_653 templ_270
75,2061122004,no,the busname   sep_sent did i get that  placename , templ_1409 templ_270
76,2061122004,yes again,if you  placename  the schedule of the busname say yes or press  short_num  otherwise say no or press  short_num   sep_sent , templ_1074
77,2061122004,yes,if you  placename  the schedule of the busname say yes or press  short_num  otherwise say no or press  short_num   sep_sent placename where do you wanna leave from  sep_sent , templ_1074 templ_422
78,2061122004,yes,for example you can say  direction   placename  junction numth at bigelow or the  direction  side  sep_sent , templ_880
79,2061122004,onto,for example you can say  direction   placename  junction numth at bigelow or the  direction  side  sep_sent short_num   short_num   sep_sent short_num  short_num  short_num   sep_sent short_num  short_num   sep_sent short_num  short_num   sep_sent short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num n short_num lets procede step by step  sep_sent in what neighborhood is your departure stop  sep_sent , templ_880 templ_159 templ_523 templ_1455 templ_1455 templ_615 templ_1038 templ_1178 templ_69
80,2061122004,leaving  direction  side,leaving from  direction  side   sep_sent did i get that  placename , templ_332 templ_270
81,2061122004,yes,leaving from  direction  side   sep_sent did i get that  placename okaywhere in  direction  side do you  placename  to leave from  sep_sent , templ_332 templ_285
82,2061122004,yes going to polish  place_name ,for example you can say  direction   placename  junction numth at bigelow or the  direction  side  sep_sent if youre not sure about the name of the stop you can say i dont know  sep_sent , templ_880 templ_904
83,2061122004,t  place_name ,leaving from  placename    sep_sent is this correct  sep_sent , templ_473 templ_1190
84,2061122004,them you didn't  direction  ohio  place_name ,leaving from  placename    sep_sent is this correct  sep_sent , templ_473 templ_1190
85,2061122004,to polish  place_name ,if you  placename  to leave from  placename  say yes or press  short_num  otherwise say no or press  short_num   sep_sent , templ_146
86,2061122004,no,leaving from  direction  ohio  placename    sep_sent did i get that  placename , templ_1302 templ_270
87,2061122004,yes,leaving from  direction  ohio  placename    sep_sent did i get that  placename alrightwhere are you going  sep_sent , templ_1302 templ_1405
88,2061122004,to polish  place_name ,going to polish  placename    sep_sent is this correct  sep_sent , templ_27 templ_1190
89,2061122004,yes,going to polish  placename    sep_sent is this correct  sep_sent okaywhen do you wanna travel  sep_sent , templ_27 templ_1190 templ_1323
90,2061122004,yes,when do you wanna travel  sep_sent , templ_447
91,2061122004,now,i think you  placename  the next bus   sep_sent am i  placename , templ_543 templ_934
92,2061122004,yeah,i think you  placename  the next bus   sep_sent am i  placename alrighthold on  sep_sent ill look that up  sep_sent the next busname leaves  direction  ohio  placename  at nash island at timename  sep_sent  and arrives at  placename   placename  at herron at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_543 templ_1089 templ_797 templ_1269 templ_397 templ_1345 templ_1270 templ_1218 templ_425
93,2061122004,when is the next bus,end_of_chat,end_of_chat
94,2061122006,dtmf_0,greetingtempl, templ_726
95,2061122006,shhhhh,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
96,2061122006,bitch,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent   sep_sent short_num   short_num   sep_sent short_num  short_num   sep_sent short_num  short_num   sep_sent short_num  short_num   sep_sent short_num  short_num   sep_sent short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num n short_num where would you like to leave from  sep_sent  short_num   short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num n short_num lets procede step by step  sep_sent which neighborhood do you  placename  to leave from  sep_sent , templ_169 templ_1345 templ_159 templ_1455 templ_1455 templ_1455 templ_1455 templ_615 templ_1485 templ_907 templ_1038 templ_1038 templ_1038 templ_1478 templ_615 templ_979 templ_335
97,2061122006,20 num_th  place_name   place_name ,leaving from numth  placename    sep_sent did i get that  placename , templ_156 templ_270
98,2061122006,yes,leaving from numth  placename    sep_sent did i get that  placename alrightwhere are you going  sep_sent , templ_156 templ_1405
99,2061122006,pittsburgh,going to pittsburgh   sep_sent is this correct  sep_sent , templ_793 templ_1190
100,2061122006, place_name ,going to pittsburgh   sep_sent did i get that  placename , templ_793 templ_270
101,2061122006,yes,going to pittsburgh   sep_sent did i get that  placename  placename when are you going to take that bus  sep_sent , templ_793 templ_1072
102,2061122006,yes,when do you  placename  to travel  sep_sent , templ_943
103,2061122006,the num_th,end_of_chat,end_of_chat
104,2061122007,saturday know what time the bus_name is the,the busname   sep_sent did i get that  placename , templ_1409 templ_270
105,2061122007, place_name ,the busname   sep_sent did i get that  placename , templ_1409 templ_270
106,2061122007,yes,the busname   sep_sent did i get that  placename  placename leaving from  placename    sep_sent is this correct  sep_sent , templ_1409 templ_987 templ_1190
107,2061122007,yes,the busname   sep_sent did i get that  placename  placename leaving from  placename    sep_sent is this correct  sep_sent  placename where are you going  sep_sent , templ_1409 templ_987 templ_1190 templ_633
108,2061122007,from  direction  pittsburgh,for example you can say  direction   placename  forbes and  placename  or  placename , templ_930
109,2061122007, direction   place_name ,going to  direction   placename    sep_sent is this correct  sep_sent , templ_905 templ_1190
110,2061122007,yes,going to  direction   placename    sep_sent is this correct  sep_sent alrightwhen do you  placename  to travel  sep_sent , templ_905 templ_1190 templ_1408
111,2061122007,now,you  placename  the next bus   sep_sent is this correct  sep_sent , templ_859 templ_1190
112,2061122007,yes,end_of_chat,end_of_chat
113,2061122008,help,welcome to the cmu lets go bus information system  sep_sent to get help at any time just say help or press  short_num   sep_sent what can i do for you  sep_sent i am an automated spoken dialogue system that can give you schedule information for bus routes in pittsburghs  direction  end  sep_sent you can ask me about the following buses busname busname busname busname busname busname busname busname busname busname busname and  short_num   sep_sent what bus schedule information are you looking for  sep_sent for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_377 templ_1006 templ_858 templ_58 templ_709 templ_334 templ_951
114,2061122008,when is the 1 c,leaving at timename  sep_sent did i get that  placename , templ_428 templ_270
115,2061122008,where did a bus_name,leaving at timename  sep_sent is this correct  sep_sent , templ_428 templ_1190
116,2061122008,bus_name,leaving at timename  sep_sent did i get that  placename , templ_428 templ_270
117,2061122008,no,the busname   sep_sent is this correct  sep_sent , templ_1409 templ_1190
118,2061122008,yes,the busname   sep_sent is this correct  sep_sent  placename where would you like to leave from  sep_sent , templ_1409 templ_1190 templ_208
119,2061122008,num_th and ann,leaving from numth and ann   sep_sent did i get that  placename , templ_1374 templ_270
120,2061122008,yes,leaving from numth and ann   sep_sent did i get that  placename  placename where do you wanna go  sep_sent , templ_1374 templ_193
121,2061122008,duquesne,going to duquesne   sep_sent is this correct  sep_sent , templ_831 templ_1190
122,2061122008,yes,going to duquesne   sep_sent is this correct  sep_sent alrightwhen would you like to travel  sep_sent , templ_831 templ_1190 templ_386
123,2061122008,now,you  placename  the next bus   sep_sent is this correct  sep_sent , templ_859 templ_1190
124,2061122008,yes,you  placename  the next bus   sep_sent is this correct  sep_sent okayhold on  sep_sent let me check that for you  sep_sent the next busname leaves numth  placename  at ann at timename  sep_sent  and arrives at numth  placename  at grant at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_859 templ_1190 templ_83 templ_1282 templ_1300 templ_933 templ_1345 templ_1270 templ_1218 templ_425
125,2061122008,yes,end_of_chat,end_of_chat
126,2061122009,bus,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
127,2061122009,i need to go from can't,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent   sep_sent short_num   short_num   sep_sent short_num  short_num  short_num   sep_sent short_num  short_num   sep_sent short_num  short_num   sep_sent short_num   sep_sent short_num  short_num  short_num   sep_sent short_num  short_num  short_num n short_num where do you wanna leave from  sep_sent , templ_169 templ_1345 templ_159 templ_523 templ_1455 templ_1455 templ_615 templ_523 templ_824
128,2061122009,told me  place_name ,leaving from  placename    sep_sent did i get that  placename , templ_473 templ_270
129,2061122009, place_name ,leaving from  placename    sep_sent did i get that  placename , templ_473 templ_270
130,2061122009,num_th  place_name  and dickson  place_name  and noble  place_name ,leaving from  placename    sep_sent did i get that  placename , templ_473 templ_270
131,2061122009,yes,leaving from  placename    sep_sent did i get that  placename  placename where do you wanna go  sep_sent , templ_473 templ_193
132,2061122009,next bus,for example you can say forbes and  placename   placename  or  placename , templ_1171
133,2061122009,and,for example you can say forbes and  placename   placename  or  placename i cant understand loud speech  sep_sent please speak more quietly  sep_sent where are you going  sep_sent , templ_1023 templ_219 templ_30
134,2061122009,what,for example you can say forbes and  placename   placename  or  placename i cant understand loud speech  sep_sent please speak more quietly  sep_sent where are you going  sep_sent sorry i understand people best when they speak softer  sep_sent what is your  placename , templ_1023 templ_219 templ_30 templ_532 templ_480
135,2061122009, place_name ,going to  placename    sep_sent is this correct  sep_sent , templ_1240 templ_1190
136,2061122009,yes,going to  placename    sep_sent is this correct  sep_sent alrightwhen do you wanna travel  sep_sent , templ_1240 templ_1190 templ_1055
137,2061122009,saturday morning,at what time do you  placename  to travel  sep_sent , templ_1288
138,2061122009,time_name,at what time do you wanna travel  sep_sent , templ_883
139,2061122009,5 am,leaving at timename  sep_sent is this correct  sep_sent , templ_428 templ_1190
140,2061122009,yes,leaving at timename  sep_sent is this correct  sep_sent okayjust aminute  sep_sent ill look that up  sep_sent there is a busname leaving forbes  placename  at bigelow schenley drive at timename  sep_sent it will arrive at monongahela  placename  opposite  direction   placename  drive at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_428 templ_1190 templ_339 templ_797 templ_667 templ_1093 templ_1345 templ_1270 templ_1218 templ_425
141,2061122009,when is the previous bus,leaving at timename  sep_sent is this correct  sep_sent okayjust aminute  sep_sent ill look that up  sep_sent there is a busname leaving forbes  placename  at bigelow schenley drive at timename  sep_sent it will arrive at monongahela  placename  opposite  direction   placename  drive at timename  sep_sent   sep_sent to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_428 templ_1190 templ_339 templ_797 templ_667 templ_1093 templ_1345 templ_1270 templ_1218 templ_425
142,2061122009,new again pm,you can say when is the next bus when is the previous bus  placename  a new query or goodbye, templ_1125
143,2061122009,time_name  place_name  road,to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_1040 templ_1218 templ_425
144,2061122009, place_name  a new query,to get more information about buses related to this trip you can say when is the next bus or when is the previous bus  sep_sent to ask about a different trip you can say  placename  a new query  sep_sent if you are finished you can say goodbye, templ_1040 templ_1218 templ_425
145,2061122009,the,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
146,2061122009,i need to go from can told it is,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent   sep_sent short_num   short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num n short_num where do you  placename  to leave from  sep_sent , templ_169 templ_1345 templ_1018 templ_1038 templ_1478 templ_1038 templ_1478 templ_1038 templ_1038 templ_857
147,2061122009, place_name ,leaving from  placename    sep_sent is this correct  sep_sent , templ_473 templ_1190
148,2061122009,yes,leaving from  placename    sep_sent is this correct  sep_sent okaywhere do you  placename  to go  sep_sent , templ_473 templ_1190 templ_1011
149,2061122009,shhhh,for example you can say forbes and  placename   placename  or  placename , templ_1171
150,2061122009, place_name  road, placename  road   sep_sent did i get that  placename , templ_962 templ_270
151,2061122009,yes, placename  road   sep_sent did i get that  placename okayim sorry but i do not have the schedule for buses serving  placename  road   sep_sent currently i only cover some routes in the following neighborhoods  placename   placename  shadyside  placename   placename   placename   placename  and the  placename what can i do for you  sep_sent , templ_962 templ_679 templ_681
152,2061122009,30 thank you,end_of_chat,end_of_chat
153,2061122010, place_name  wilkinsburg,leaving from wilkinsburg   sep_sent is this correct  sep_sent , templ_244 templ_1190
154,2061122010,bus_name to the to the mall,leaving from wilkinsburg   sep_sent is this correct  sep_sent , templ_244 templ_1190
155,2061122010,no, placename    sep_sent did i get that  placename , templ_777 templ_270
156,2061122010,no,going to the mall   sep_sent did i get that  placename , templ_154 templ_270
157,2061122010,yes,going to the mall   sep_sent did i get that  placename okaythe busname   sep_sent did i get that  placename , templ_154 templ_1053 templ_270
158,2061122010,no,where would you like to leave from  sep_sent , templ_1281
159,2061122010,clairton,clairton   sep_sent is this correct  sep_sent , templ_1396 templ_1190
160,2061122010,yes,end_of_chat,end_of_chat
161,2061122011,would  place_name  does the,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
162,2061122011,bus_name,the busname   sep_sent did i get that  placename , templ_1409 templ_270
163,2061122011,no,what can i do for you  sep_sent , templ_1164
164,2061122011,what time does the go,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent , templ_169
165,2061122011,the like to go from,for example you can say when is the next busname from  placename  to the  placename  or id like to go from  placename  to  placename  tomorrow at timename  sep_sent   sep_sent short_num   short_num   sep_sent short_num  short_num  short_num   sep_sent short_num  short_num   sep_sent short_num  short_num   sep_sent short_num   sep_sent short_num  short_num  short_num   sep_sent short_num  short_num  short_num  short_num  short_num  short_num n short_num where do you wanna leave from  sep_sent , templ_169 templ_1345 templ_159 templ_523 templ_1455 templ_1455 templ_615 templ_523 templ_837
166,2061122011,wilkinsburg to shhhhh,leaving from wilkinsburg   sep_sent is this correct  sep_sent , templ_244 templ_1190
167,2061122011,wilkinsburg,leaving from wilkinsburg   sep_sent is this correct  sep_sent , templ_244 templ_1190
168,2061122011,use,if you  placename  to leave from wilkinsburg say yes or press  short_num  otherwise say no or press  short_num   sep_sent , templ_120
169,2061122011,dtmf_1,if you  placename  to leave from wilkinsburg say yes or press  short_num  otherwise say no or press  short_num   sep_sent alrightwhere are you going  sep_sent , templ_120 templ_474
170,2061122011, place_name ,going to  placename    sep_sent did i get that  placename , templ_1240 templ_270
171,2061122011,yes,going to  placename    sep_sent did i get that  placename  placename when would you like to travel  sep_sent , templ_1240 templ_964
172,2061122011,the sobus_name to leaves,when do you  placename  to travel  sep_sent , templ_943
173,2061122011,now,you  placename  the next bus   sep_sent is this correct  sep_sent , templ_859 templ_1190
174,2061122011,yes,end_of_chat,end_of_chat
